group	contrast	target_corpus	ref_corpus	rank	type	freq_tar	freq_ref	range_tar	range_ref	ll	lr	d1	d1sub	act	hedge	c	conf	note
5	Chinese vs German	Chinese	German	27	clarity	228	182	179	147	6.435	0.362	PENDING	-	NA	NA	NA	-	维度一待定（手册 clear 系）
5	Chinese vs German	Chinese	German	28	paragraphs	605	535	294	278	6.315	0.215	PENDING	-	NA	NA	NA	-	维度一待定：手册明示段落内部组织→G2、段落间安排→G1
5	Chinese vs German	Chinese	German	29	ideas	441	380	242	208	6.260	0.252	G1	Ideas	NA	NA	NA	H	Ideas 明示
5	Chinese vs German	Chinese	German	30	help	210	167	157	130	6.094	0.368	NA	-	NA	NA	NA	M	描述性动词（this helps the reader）
5	Chinese vs German	Chinese	German	31	current	86	59	74	52	5.781	0.581	NA	-	NA	NA	NA	M	元话语现状框架（your current draft），同组 1 currently
5	Chinese vs German	Chinese	German	32	places	69	45	61	43	5.731	0.654	NA	-	NA	NA	NA	M	指示元话语（places where…）
5	Chinese vs German	Chinese	German	33	errors	249	204	169	148	5.722	0.325	G2	Correctness	A2	NA	NA	H	手册边界规则明示：error/mistake 归 G2-Correctness 且同时得批评标签
5	Chinese vs German	Chinese	German	34	debatable	54	33	47	31	5.678	0.748	G1	Ideas	A1	NA	NA	M	a debatable claim，域固定于论断；同组 1 arguable/defensible 口径，目标态框架风险
5	Chinese vs German	Chinese	German	35	effects	140	107	70	69	5.319	0.425	NA	-	NA	NA	NA	M	疑似议题内容残留（effects of X）vs 对读者的效果，待核
5	Chinese vs German	Chinese	German	36	some	987	912	313	298	5.238	0.151	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
5	Chinese vs German	Chinese	German	37	problems	174	138	120	98	5.149	0.372	NA	-	A2	NA	NA	H	手册 A2 明示（problem）
5	Chinese vs German	Chinese	German	38	logic	128	97	97	81	5.126	0.437	G1	Ideas	NA	NA	NA	H	手册 Ideas 词族例明列 logic
5	Chinese vs German	Chinese	German	39	awkward	138	106	125	94	5.079	0.418	PENDING	-	A2	NA	NA	-	维度一待定：awkward phrasing(G2-Wording)vs awkward transition(G1)；手册 A2 词族例明列 awkward
5	Chinese vs German	Chinese	German	40	adding	131	100	104	83	5.015	0.427	NA	-	A3	NA	NA	H	手册 A3 明示（add）
5	Chinese vs German	Chinese	German	41	data	72	49	53	42	5.015	0.593	G1	Development	NA	NA	NA	M	证据类型；疑似议题内容残留，待核
5	Chinese vs German	Chinese	German	42	far	46	28	41	23	4.901	0.754	NA	-	NA	NA	NA	M	so far / far from
5	Chinese vs German	Chinese	German	43	summary	120	91	107	81	4.785	0.436	PENDING	-	NA	NA	NA	-	"维度一待定：your summary 段落(G1-Structure)vs ""in summary""元话语(NA)"
5	Chinese vs German	Chinese	German	44	social	253	212	125	110	4.762	0.292	NA	-	NA	NA	NA	H	议题内容残留
5	Chinese vs German	Chinese	German	45	shows	248	208	172	164	4.628	0.291	NA	-	NA	NA	NA	M	描述性框架动词
5	Chinese vs German	Chinese	German	46	conclusion	710	649	319	311	4.555	0.167	G1	Global Structure	NA	NA	NA	H	大单位，Global Structure 明示
5	Chinese vs German	Chinese	German	47	effort	73	51	55	34	4.514	0.555	NA	-	NA	NA	NA	L	低信度：归功对象为写作者努力而非文本属性；若与评价词共现构成归功则应改判 A1。同组 2
5	Chinese vs German	Chinese	German	48	further	67	46	59	40	4.488	0.580	NA	-	NA	NA	NA	M	程度/延续副词，非 hedge
5	Chinese vs German	Chinese	German	49	inaccurate	46	29	38	28	4.340	0.703	PENDING	-	A2	NA	NA	-	维度一待定：inaccurate wording(G2)vs inaccurate facts(G1-Development)
5	Chinese vs German	Chinese	German	50	say	145	115	116	95	4.290	0.372	NA	-	PENDING	NA	NA	-	act 层待定：you say X（描述）vs say more about（A3）；内容动词类
5	Chinese vs German	Chinese	German	51	thesis	1534	1460	342	343	4.267	0.109	G1	Ideas	NA	NA	NA	H	Ideas 明示
5	Chinese vs German	Chinese	German	52	forward	48	31	40	29	4.140	0.668	NA	-	NA	NA	NA	M	going forward / put forward
5	Chinese vs German	Chinese	German	53	significant	95	71	76	54	4.132	0.457	NA	-	NA	NA	NA	M	程度形容词，极性依宾语
5	Chinese vs German	Chinese	German	54	choice	457	409	271	263	4.054	0.197	G2	Wording	NA	NA	NA	M	word choice
5	Chinese vs German	Chinese	German	55	action	70	50	40	29	3.887	0.523	NA	-	NA	NA	NA	M	疑似议题内容残留 vs call to action（结论段套语），待核
5	Chinese vs German	Chinese	German	56	RUN-ON	175	144	140	118	3.874	0.319	G2	Local Structure	NA	NA	NA	H	手册 Local Structure 词族例明列 run-on
6	German vs Chinese	German	Chinese	1	german	491	0	279	0	668.504	9.902	NA	-	NA	NA	C1	H	Identity marking 明示。Freq_Ref = 0（组内唯一 +0.5 平滑例），LR 9.902 为全研究最高
6	German vs Chinese	German	Chinese	2	english	508	138	255	113	216.155	1.843	NA	-	NA	NA	PENDING	-	手册明列：指语言系统（correct English）→C1；作文体修饰→NA。本组共现语境使 C1 先验极高，但仍依规则待查
6	German vs Chinese	German	Chinese	3	SPEAKER	113	25	≥71	≥14	58.482	2.139	NA	-	NA	NA	C1	H	手册 Identity marking 词族例明列 speaker；German speakers / native speakers 两读法均属 C1
6	German vs Chinese	German	Chinese	4	ARTICLE	479	272	≥179	≥106	52.649	0.779	PENDING	-	NA	NA	NA	-	维度一待定：英语冠词(G2-Grammar)vs 引用的文章(G1-Development)
6	German vs Chinese	German	Chinese	5	order	118	36	91	27	43.921	1.675	PENDING	-	NA	NA	NA	-	"维度一待定：word order（G2-Grammar，德语语序迁移的典型项）vs ""in order to""（NA）"
6	German vs Chinese	German	Chinese	6	transfer	43	6	39	6	30.549	2.804	NA	-	NA	NA	C1	H	手册 Transfer framing 词族例明列 transfer
6	German vs Chinese	German	Chinese	7	false	49	9	42	9	29.321	2.407	NA	-	NA	NA	PENDING	-	维度三待定：false friends（跨语言词汇概念，C1）vs false dichotomy（逻辑谬误，G1-Ideas）。与 friends 的 Freq/Range 近乎同步，见报告 §3.2
6	German vs Chinese	German	Chinese	8	style	410	262	261	182	29.187	0.609	PENDING	-	NA	NA	NA	-	维度一待定（手册列 tone/register 为 PENDING）
6	German vs Chinese	German	Chinese	9	moment	107	43	99	36	26.580	1.278	NA	-	NA	NA	NA	M	元话语现状框架（at the moment），与组 1 currently、组 5 current 同构
6	German vs Chinese	German	Chinese	10	common	223	131	166	118	21.881	0.730	NA	-	NA	NA	NA	M	常见性标记（a common error）＝正常化框架；属手册排除的 paired acts 类，不入 M1
6	German vs Chinese	German	Chinese	11	argumentation	112	52	94	46	20.952	1.070	G1	Ideas	NA	NA	NA	H	Ideas 明示
6	German vs Chinese	German	Chinese	12	patterns	170	93	143	87	20.941	0.833	PENDING	-	NA	NA	NA	-	维度一待定：error patterns(G2)vs sentence patterns(G2-Local)vs 论证模式(G1)
6	German vs Chinese	German	Chinese	13	speaking	61	21	57	20	19.353	1.501	NA	-	NA	NA	PENDING	-	维度三待定：German-speaking / German speakers（C1）vs generally speaking（NA）
6	German vs Chinese	German	Chinese	14	INFLUENCE	103	50	≥44	≥29	17.406	1.005	PENDING	-	NA	NA	PENDING	-	维度三待定：the influence of German on your English（Transfer framing，C1）vs influence the reader（G1）
6	German vs Chinese	German	Chinese	15	basis	44	13	39	13	17.018	1.722	PENDING	-	NA	NA	NA	-	维度一待定：the basis of your claim(G1-Ideas)vs on a …basis（NA）
6	German vs Chinese	German	Chinese	16	watch	252	166	197	143	15.680	0.565	NA	-	A3	NA	NA	M	watch for / watch out for＝注意指令，属建议行为
6	German vs Chinese	German	Chinese	17	usage	122	66	97	61	15.526	0.849	G2	Correctness	NA	NA	NA	M	article usage / comma usage，语言使用规范层
6	German vs Chinese	German	Chinese	18	likely	166	100	128	86	14.894	0.694	NA	-	NA	M1	NA	H	认识型 hedge，与手册 probably/possibly 同类
6	German vs Chinese	German	Chinese	19	REQUIRE	109	58	≥63	≥35	14.540	0.873	NA	-	PENDING	NA	NA	-	act 层待定：this requires a comma（补救指令 A3）vs German requires…（描述，且可能属 C1 共现语境）
6	German vs Chinese	German	Chinese	20	natural	113	62	79	45	13.796	0.829	PENDING	-	PENDING	NA	PENDING	-	三层皆待定：sounds natural 是否以母语者语感为隐含标准（C1）；同组 2 口径
6	German vs Chinese	German	Chinese	21	commas	108	59	84	55	13.356	0.835	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
6	German vs Chinese	German	Chinese	22	structure	795	639	339	316	13.247	0.278	G1	Global Structure	NA	NA	NA	H	手册边界规则明示：structure 主导义为篇章结构，归 G1
6	German vs Chinese	German	Chinese	23	often	320	228	205	159	13.245	0.452	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
6	German vs Chinese	German	Chinese	24	clauses	73	35	66	33	12.699	1.023	G2	Local Structure	NA	NA	NA	H	手册 Local Structure 词族例明列 clause
6	German vs Chinese	German	Chinese	25	few	173	110	143	101	12.568	0.616	NA	-	NA	PENDING	NA	-	hedge 层待定：a few errors 最小化降调（M1）vs 单纯量词（NA）；同组 1 just、组 2 only
6	German vs Chinese	German	Chinese	26	writer	65	31	56	27	11.446	1.031	NA	-	NA	NA	NA	M	第三人称指称写作者（the writer），与 your 的第二人称形成对照，值得单独记录
6	German vs Chinese	German	Chinese	27	direct	164	107	122	94	10.656	0.579	PENDING	-	NA	NA	PENDING	-	维度三待定（先验较低）：German writing is direct（文化—语用框架，C1）vs be more direct(G2)/direct quotation(NA)
6	German vs Chinese	German	Chinese	28	noun	53	24	47	24	10.461	1.106	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示；德语名词大写为典型迁移项
6	German vs Chinese	German	Chinese	29	friends	46	20	43	14	9.865	1.164	NA	-	NA	NA	PENDING	-	维度三待定：false friends（C1）vs 议题内容残留（friends and family）。参照侧 Freq 20 提示存在非 C1 基线用法
6	German vs Chinese	German	Chinese	30	steps	73	39	70	36	9.628	0.867	NA	-	NA	NA	NA	M	元话语（next steps）
6	German vs Chinese	German	Chinese	31	phrasing	188	130	137	105	9.197	0.495	G2	Wording	NA	NA	NA	H	Wording 明示
6	German vs Chinese	German	Chinese	32	rhetorical	192	135	116	83	8.573	0.471	PENDING	-	NA	NA	NA	-	维度一待定：rhetorical question（局部修辞手段）vs rhetorical strategy/situation（G1）
6	German vs Chinese	German	Chinese	33	very	236	172	163	125	8.501	0.419	NA	-	NA	NA	NA	M	强化词，非 hedge
6	German vs Chinese	German	Chinese	34	rewrite	97	59	88	58	8.396	0.680	PENDING	-	A3	NA	NA	-	维度一待定：rewrite this sentence(G2)vs rewrite this paragraph(G1)；建议动词
6	German vs Chinese	German	Chinese	35	register	73	41	55	37	8.298	0.795	PENDING	-	NA	NA	NA	-	维度一待定（手册列 register 为 PENDING）；元语言学术语，显性命名语域规范
6	German vs Chinese	German	Chinese	36	could	499	402	240	215	8.120	0.275	NA	-	PENDING	PENDING	NA	-	手册指定共享项，抽 50 行分别判两层
6	German vs Chinese	German	Chinese	37	notes	46	22	43	20	8.048	1.027	NA	-	NA	NA	NA	M	元话语（a few notes on…）
6	German vs Chinese	German	Chinese	38	question	127	84	89	62	7.751	0.559	G1	Ideas	NA	NA	NA	M	the question your essay raises；同组 4 口径
6	German vs Chinese	German	Chinese	39	cut	42	20	38	19	7.422	1.033	G2	Local Structure	A3	NA	NA	M	删削冗余，句内/句间；同组 1 口径
6	German vs Chinese	German	Chinese	40	capitalization	136	95	96	76	6.297	0.480	G2	Mechanics	NA	NA	NA	H	Mechanics 明示；德语名词首字母大写为典型迁移项
6	German vs Chinese	German	Chinese	41	argumentative	673	569	306	275	6.252	0.205	NA	-	NA	NA	NA	M	文体标签（argumentative essay/writing），不指示层级
6	German vs Chinese	German	Chinese	42	punctuation	244	187	140	121	6.164	0.347	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
6	German vs Chinese	German	Chinese	43	new	219	166	129	109	6.018	0.362	NA	-	NA	NA	NA	M	a new paragraph / new ideas，层级由宾语决定
6	German vs Chinese	German	Chinese	44	would	628	530	272	239	5.977	0.207	NA	-	PENDING	PENDING	NA	-	手册指定共享项，抽 50 行分别判两层
6	German vs Chinese	German	Chinese	45	academic	997	871	300	280	5.580	0.158	PENDING	-	NA	NA	NA	-	维度一待定（register）；同组 2 口径
6	German vs Chinese	German	Chinese	46	find	50	29	44	26	5.121	0.749	NA	-	NA	NA	NA	M	I find… / readers may find…＝人称归因，属手册排除的缓和策略
6	German vs Chinese	German	Chinese	47	always	117	83	77	59	4.964	0.458	NA	-	NA	NA	NA	M	最大化副词，非 hedge（区别于手册 often/usually/sometimes）
6	German vs Chinese	German	Chinese	48	precise	294	237	181	157	4.750	0.274	PENDING	-	NA	NA	NA	-	维度一待定：precise wording(G2)vs precise claims(G1)；同组 1 precision 口径
6	German vs Chinese	German	Chinese	49	raise	37	20	35	19	4.719	0.850	G1	Ideas	PENDING	NA	NA	-	act 层待定：raises an important question 属开场归功套语(A1)vs 描述(NA)；与组 1 tackles、组 4 raises 并案
6	German vs Chinese	German	Chinese	50	above	51	31	45	30	4.425	0.681	NA	-	NA	NA	NA	M	指示元话语（see above）
6	German vs Chinese	German	Chinese	51	emotionally	47	28	42	27	4.388	0.710	PENDING	-	NA	NA	NA	-	维度一待定：emotionally charged language(G2)vs emotional appeal(G1)；同组 4 口径
6	German vs Chinese	German	Chinese	52	quite	56	35	51	32	4.363	0.641	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
6	German vs Chinese	German	Chinese	53	properly	61	39	49	31	4.329	0.608	G2	Correctness	NA	NA	NA	M	规范性副词（used properly）；同组 2 proper 口径
6	German vs Chinese	German	Chinese	54	place	67	44	54	40	4.225	0.569	NA	-	NA	NA	NA	M	in place of / places where，指示元话语
6	German vs Chinese	German	Chinese	55	placeholder	53	33	45	31	4.192	0.646	G2	Wording	A2	NA	NA	M	placeholder phrases/language，空泛措辞；同组 1 口径
6	German vs Chinese	German	Chinese	56	second	127	94	97	80	4.132	0.397	NA	-	NA	NA	NA	M	序数词，反馈条目枚举
6	German vs Chinese	German	Chinese	57	create	87	61	74	53	3.945	0.475	NA	-	PENDING	NA	NA	-	act 层待定：create a clearer transition（A3）vs 描述（NA）；内容动词类
6	German vs Chinese	German	Chinese	58	read	93	66	82	57	3.937	0.457	NA	-	PENDING	NA	NA	-	act 层待定：read your essay aloud（A3）vs 描述（NA）；内容动词类
6	German vs Chinese	German	Chinese	59	used	146	111	101	77	3.921	0.358	PENDING	-	NA	NA	NA	-	维度一待定：同 USE/using 口径
7	German vs Generic	German	Generic	1	german	491	3	279	2	647.497	7.351	NA	-	NA	NA	C1	H	Identity marking 明示；Range 279/348＝80.2%
7	German vs Generic	German	Generic	2	english	508	74	255	58	362.732	2.776	NA	-	NA	NA	PENDING	-	手册明列：指语言系统（correct English）→C1；作文体修饰→NA。本组 Range 255/348，C1 先验极高，仍依规则待查
7	German vs Generic	German	Generic	3	ARTICLE	479	167	≥179	≥77	156.605	1.517	PENDING	-	NA	NA	NA	-	维度一待定：英语冠词(G2-Grammar)vs 引用的文章(G1-Development)
7	German vs Generic	German	Generic	4	SPEAKER	113	17	≥71	≥13	79.165	2.729	NA	-	NA	NA	C1	H	手册 Identity marking 词族例明列 speaker
7	German vs Generic	German	Generic	5	PATTERN	241	105	≥143	≥51	54.634	1.195	PENDING	-	NA	NA	NA	-	维度一待定：error patterns(G2)vs sentence patterns(G2-Local)vs 论证模式(G1)
7	German vs Generic	German	Generic	6	order	118	38	91	35	42.865	1.631	PENDING	-	NA	NA	NA	-	"维度一待定：word order（G2-Grammar，德语语序迁移典型项）vs ""in order to""（NA）"
7	German vs Generic	German	Generic	7	common	223	107	166	90	41.407	1.056	NA	-	NA	NA	NA	M	常见性标记（a common error）＝正常化框架；属手册排除的 paired acts 类
7	German vs Generic	German	Generic	8	transfer	43	4	39	4	37.705	3.423	NA	-	NA	NA	C1	H	手册 Transfer framing 词族例明列 transfer
7	German vs Generic	German	Generic	9	NOUN	107	39	≥47	≥24	32.774	1.453	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示；德语名词首字母大写为典型迁移项
7	German vs Generic	German	Generic	10	watch	252	140	197	121	32.205	0.845	NA	-	A3	NA	NA	M	watch for / watch out for＝注意指令
7	German vs Generic	German	Generic	11	usage	122	49	97	44	32.022	1.313	G2	Correctness	NA	NA	NA	M	article usage / comma usage，语言使用规范层
7	German vs Generic	German	Generic	12	moment	107	43	99	37	28.056	1.312	NA	-	NA	NA	NA	M	元话语现状框架（at the moment），与组 1 currently 同构
7	German vs Generic	German	Generic	13	writer	65	19	56	19	26.524	1.771	NA	-	NA	NA	NA	M	第三人称指称写作者（the writer），与 your 的第二人称形成对照
7	German vs Generic	German	Generic	14	natural	113	49	79	42	25.840	1.202	PENDING	-	PENDING	NA	PENDING	-	三层皆待定：sounds natural 是否以母语者语感为隐含标准（C1）；同组 2、组 6 口径
7	German vs Generic	German	Generic	15	check	243	144	160	116	25.390	0.751	PENDING	-	A3	NA	NA	-	维度一待定：check your spelling(G2)vs check your logic(G1)
7	German vs Generic	German	Generic	16	style	410	278	261	191	25.199	0.557	PENDING	-	NA	NA	NA	-	维度一待定（手册列 tone/register 为 PENDING）
7	German vs Generic	German	Generic	17	REQUIRE	109	47	≥63	≥31	25.193	1.210	NA	-	PENDING	NA	NA	-	act 层待定：this requires a comma（A3）vs German requires…（描述，且可能属 C1 共现语境）
7	German vs Generic	German	Generic	18	register	73	25	55	22	24.443	1.542	PENDING	-	NA	NA	NA	-	维度一待定（手册列 register 为 PENDING）；元语言学术语
7	German vs Generic	German	Generic	19	influenced	47	12	43	10	22.112	1.966	PENDING	-	NA	NA	PENDING	-	维度三待定：influenced by German（Transfer framing，C1）vs influence the reader（G1）；与组 6 INFLUENCE 同族
7	German vs Generic	German	Generic	20	argumentation	112	54	94	47	20.566	1.049	G1	Ideas	NA	NA	NA	H	Ideas 明示
7	German vs Generic	German	Generic	21	false	49	14	42	10	20.512	1.804	NA	-	NA	NA	PENDING	-	维度三待定：false friends（C1）vs false dichotomy（G1-Ideas）；与 friends 的 Freq/Range 近乎同步
7	German vs Generic	German	Generic	22	COMMA	330	227	≥149	≥119	18.930	0.536	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
7	German vs Generic	German	Generic	23	often	320	219	205	151	18.815	0.544	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
7	German vs Generic	German	Generic	24	eg	456	339	160	154	17.027	0.424	NA	-	NA	NA	NA	M	举例元话语（e.g.）
7	German vs Generic	German	Generic	25	structure	795	639	339	318	16.676	0.312	G1	Global Structure	NA	NA	NA	H	手册边界规则明示：structure 主导义为篇章结构
7	German vs Generic	German	Generic	26	clauses	73	32	66	32	16.348	1.186	G2	Local Structure	NA	NA	NA	H	手册 Local Structure 词族例明列 clause
7	German vs Generic	German	Generic	27	language	795	642	330	290	15.998	0.305	PENDING	-	NA	NA	PENDING	-	维度三待定：your language background(C1)vs academic language(G2 Wording)
7	German vs Generic	German	Generic	28	likely	166	103	128	88	14.749	0.685	NA	-	NA	M1	NA	H	认识型 hedge
7	German vs Generic	German	Generic	29	speaking	61	26	57	24	14.405	1.227	NA	-	NA	NA	PENDING	-	维度三待定：German-speaking / German speakers（C1）vs generally speaking（NA）
7	German vs Generic	German	Generic	30	SHORT	174	111	≥82	≥54	13.898	0.645	G2	Local Structure	NA	NA	NA	M	short/shorter sentences；比较级，评价由框架承担
7	German vs Generic	German	Generic	31	fine	71	34	65	34	13.236	1.059	NA	-	A1	NA	NA	L	低信度：this is fine 属低门槛褒扬，与 A1「归功于正面价值特征」的定义是否相符须查；同组 2 understandable
7	German vs Generic	German	Generic	32	academic	997	841	300	262	12.928	0.242	PENDING	-	NA	NA	NA	-	维度一待定（register）
7	German vs Generic	German	Generic	33	prepositions	40	15	35	14	11.733	1.412	G2	Grammar	NA	NA	NA	H	Correctness/Grammar 明示
7	German vs Generic	German	Generic	34	splices	130	81	108	74	11.371	0.679	G2	Local Structure	NA	NA	NA	H	comma splice 与 run-on 同属句界错误，依手册 run-on 口径归 Local Structure
7	German vs Generic	German	Generic	35	usually	139	89	115	78	10.939	0.640	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
7	German vs Generic	German	Generic	36	forms	86	48	67	40	10.837	0.838	G2	Grammar	NA	NA	NA	M	verb forms / plural forms
7	German vs Generic	German	Generic	37	unnatural	39	16	39	16	9.866	1.282	PENDING	-	PENDING	NA	PENDING	-	三层皆待定：与 natural 同族，是否以母语者语感为隐含标准（C1）；若非 C1 则 act 为 A2
7	German vs Generic	German	Generic	38	very	236	173	163	132	9.599	0.445	NA	-	NA	NA	NA	M	强化词，非 hedge
7	German vs Generic	German	Generic	39	MEAN	206	149	≥102	≥87	9.061	0.464	PENDING	-	NA	NA	NA	-	维度一待定：what you mean（G1 表意清晰）vs by means of（NA）
7	German vs Generic	German	Generic	40	phrasing	188	135	137	112	8.614	0.474	G2	Wording	NA	NA	NA	H	Wording 明示
7	German vs Generic	German	Generic	41	second	127	85	97	72	8.279	0.576	NA	-	NA	NA	NA	M	序数词，反馈条目枚举
7	German vs Generic	German	Generic	42	abstract	52	27	43	24	7.990	0.942	PENDING	-	A2	NA	NA	-	维度一待定：too abstract＝缺具体支撑(G1-Dev)vs abstract language(G2)；同组 1 口径
7	German vs Generic	German	Generic	43	friends	46	23	43	15	7.761	0.997	NA	-	NA	NA	PENDING	-	维度三待定：false friends（C1）vs 议题内容残留；参照侧 Freq 23 提示存在非 C1 基线用法
7	German vs Generic	German	Generic	44	generally	84	52	76	50	7.526	0.688	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
7	German vs Generic	German	Generic	45	precision	85	53	76	46	7.413	0.678	PENDING	-	NA	NA	NA	-	维度一待定：precision of language(G2)vs of claims(G1)；同组 1 口径
7	German vs Generic	German	Generic	46	sentences	694	596	292	286	7.236	0.216	G2	Local Structure	NA	NA	NA	H	Local Structure 明示
7	German vs Generic	German	Generic	47	word	522	439	301	273	6.992	0.246	G2	Wording	NA	NA	NA	H	Wording 明示
7	German vs Generic	German	Generic	48	double	73	45	58	33	6.642	0.695	PENDING	-	PENDING	NA	NA	-	维度一与 act 层皆待定：double-check（A3）vs double negative（G2-Grammar）
7	German vs Generic	German	Generic	49	confusion	53	30	44	28	6.403	0.818	PENDING	-	A2	NA	NA	-	维度一待定（clear 系）；负向评价
7	German vs Generic	German	Generic	50	notes	46	25	43	23	6.256	0.876	NA	-	NA	NA	NA	M	元话语（a few notes on…）
7	German vs Generic	German	Generic	51	therefore	63	38	56	37	6.194	0.726	NA	-	NA	NA	NA	M	连接副词；亦可能为被建议使用的衔接词，待核
7	German vs Generic	German	Generic	52	singular	55	32	51	29	6.099	0.778	G2	Grammar	NA	NA	NA	H	单复数，Correctness/Grammar 明示
7	German vs Generic	German	Generic	53	come	74	47	59	38	6.012	0.651	NA	-	NA	NA	NA	M	comes across / comes from
7	German vs Generic	German	Generic	54	vary	65	40	49	38	5.951	0.697	PENDING	-	PENDING	NA	NA	-	维度一与 act 层皆待定：vary your sentence length(G2＋A3)vs 描述；内容动词类
7	German vs Generic	German	Generic	55	independent	44	24	43	22	5.923	0.871	G2	Local Structure	NA	NA	NA	M	independent clause，与 clauses 共现
7	German vs Generic	German	Generic	56	basis	44	24	39	23	5.923	0.871	PENDING	-	NA	NA	NA	-	维度一待定：the basis of your claim(G1-Ideas)vs on a …basis（NA）
7	German vs Generic	German	Generic	57	contains	44	24	42	23	5.923	0.871	NA	-	NA	NA	NA	H	描述性动词
7	German vs Generic	German	Generic	58	once	108	75	86	68	5.906	0.523	NA	-	NA	NA	NA	M	时间/条件连接词
7	German vs Generic	German	Generic	59	only	398	333	221	182	5.640	0.254	NA	-	NA	PENDING	NA	-	hedge 层待定：最小化降调（only a few errors）vs 限定；同组 2
7	German vs Generic	German	Generic	60	understandable	91	62	80	60	5.462	0.550	PENDING	-	A1	NA	NA	L	维度一待定（clear 系）；act 低信度：低门槛褒扬与 A1 定义是否相符须查；同组 2
7	German vs Generic	German	Generic	61	phrases	289	235	217	184	5.451	0.295	G2	Wording	NA	NA	NA	H	Wording 明示
7	German vs Generic	German	Generic	62	pay	125	91	73	49	5.295	0.455	NA	-	A3	NA	NA	M	pay attention to＝注意指令
7	German vs Generic	German	Generic	63	always	117	85	77	66	5.016	0.458	NA	-	NA	NA	NA	M	最大化副词，非 hedge
7	German vs Generic	German	Generic	64	few	173	134	143	106	4.877	0.365	NA	-	NA	PENDING	NA	-	hedge 层待定：a few errors 最小化降调 vs 单纯量词；同组 6
7	German vs Generic	German	Generic	65	rhetorical	192	151	116	94	4.818	0.343	PENDING	-	NA	NA	NA	-	维度一待定：rhetorical question（局部修辞手段）vs rhetorical strategy（G1）
7	German vs Generic	German	Generic	66	given	43	25	36	21	4.779	0.779	NA	-	NA	NA	NA	M	given that / given the topic
7	German vs Generic	German	Generic	67	beginning	73	49	70	47	4.696	0.572	G1	Global Structure	NA	NA	NA	M	the beginning of your essay，大单位位置
7	German vs Generic	German	Generic	68	number	58	37	48	35	4.631	0.645	PENDING	-	NA	NA	NA	-	维度一待定：singular/plural number(G2-Grammar)vs a number of（NA）
7	German vs Generic	German	Generic	69	similarly	59	38	56	33	4.533	0.631	NA	-	NA	NA	NA	H	连接副词
7	German vs Generic	German	Generic	70	raise	37	21	35	18	4.434	0.814	G1	Ideas	PENDING	NA	NA	-	act 层待定：raises an important question 属开场归功套语(A1)vs 描述(NA)；与组 1 tackles、组 4 raises 并案
7	German vs Generic	German	Generic	71	quite	56	36	51	32	4.336	0.634	NA	-	NA	M1	NA	H	手册 v3 M1 明示 hedge
7	German vs Generic	German	Generic	72	appropriate	52	33	48	28	4.238	0.653	PENDING	-	NA	NA	NA	-	维度一待定：appropriate tone(register)vs appropriate word choice(G2)；规范性框架词
7	German vs Generic	German	Generic	73	plural	68	46	60	41	4.221	0.560	G2	Grammar	NA	NA	NA	H	单复数，Correctness/Grammar 明示
7	German vs Generic	German	Generic	74	argumentative	673	599	306	282	4.141	0.165	NA	-	NA	NA	NA	M	文体标签（argumentative essay），不指示层级
7	German vs Generic	German	Generic	75	direct	164	129	122	106	4.109	0.343	PENDING	-	NA	NA	PENDING	-	维度三待定（先验较低）：German writing is direct（文化—语用框架）vs be more direct(G2)
7	German vs Generic	German	Generic	76	sounds	156	122	117	96	4.089	0.351	NA	-	NA	NA	NA	M	听感评价框架动词（sounds awkward/natural）；与 natural/unnatural 共现，其 C1 权重由后者承担
7	German vs Generic	German	Generic	77	introduces	72	50	68	48	3.937	0.523	NA	-	NA	NA	NA	M	描述性动词（your introduction introduces…）
8	Generic vs German	Generic	German	1	your	5416	4870	348	348	30.919	0.157	NA	-	NA	NA	NA	M	人称代词
8	Generic vs German	Generic	German	2	mechanics	131	58	103	50	29.128	1.179	G2	Mechanics	NA	NA	NA	H	Mechanics 明示
8	Generic vs German	Generic	German	3	errors	317	204	208	148	25.001	0.639	G2	Correctness	A2	NA	NA	H	手册边界规则明示：error/mistake 归 G2-Correctness 且同时得批评标签
8	Generic vs German	Generic	German	4	clarity	271	182	195	147	17.830	0.578	PENDING	-	NA	NA	NA	-	维度一待定（手册 clear 系）
8	Generic vs German	Generic	German	5	organization	396	287	253	210	17.756	0.468	G1	Global Structure	NA	NA	NA	H	Global Structure 明示
8	Generic vs German	Generic	German	6	specific	546	421	241	220	16.535	0.379	PENDING	-	NA	NA	NA	-	手册明列 specific 为 PENDING：细节不足(G1-Dev)vs 用词不准(G2)
8	Generic vs German	Generic	German	7	EXPLAIN	603	472	≥248	≥222	16.353	0.357	NA	-	PENDING	NA	NA	-	act 层待定：you explain X well（描述）vs explain this further（A3）；内容动词类
