query_word	match_form	corpus	groups	layers	merge_expanded	doc_id	filename	token_pos	left	node	right
confusion	confusion	German	7	维度一	NO	62	ICLE-US-MICH-0038.1	603	versus not the abbreviation for United States which caused some	confusion	in that sentence Summary of Priorities for Revision Write a
confusion	confusion	German	7	维度一	NO	66	ICLE-US-MICH-0042.1	610	appears throughout Marshall Law should be martial law a common	confusion	since Marshall is a name Garbled sentence I don t
confusion	confusion	German	7	维度一	NO	75	ICLE-US-MRQ-0006.1	418	German speaking English learners do to due to A homophone	confusion	be careful with spell check which won t catch this
confusion	confusion	German	7	维度一	NO	75	ICLE-US-MRQ-0006.1	472	usage Phrases like the common An American paragraph suggest editing	confusion	clean this up Also watch definite indefinite articles eg a
confusion	confusion	German	7	维度一	NO	78	ICLE-US-MRQ-0009.1	298	motion Argument Consistency and Terminology There is a recurring terminological	confusion	between adoptive mother intended mother and biological mother You use
confusion	confusion	German	7	维度一	NO	87	ICLE-US-MRQ-0018.1	603	should be with little interest in actually praying Countable uncountable	confusion	there is a little effect should be there is little
confusion	confusion	German	7	维度一	NO	88	ICLE-US-MRQ-0019.1	636	experiment labeled as evil you wrote On animal experiment Word	confusion	aides should be aids thalidomide aids in the healing of
confusion	confusion	German	7	维度一	NO	90	ICLE-US-MRQ-0021.1	410	and Style Common German to English Transfer Issues Spelling word	confusion	form from than then If condoms are our only means
confusion	confusion	German	7	维度一	NO	93	ICLE-US-MRQ-0024.1	482	is correct here but you reversed it elsewhere Spelling word	confusion	no where nowhere content with contend with different meanings he
confusion	confusion	German	7	维度一	NO	96	ICLE-US-MRQ-0027.1	500	typical interference errors Here are the main patterns there their	confusion	However there access should be restricted their access Subject verb
confusion	confusion	German	7	维度一	NO	101	ICLE-US-MRQ-0032.1	497	subject pronoun not whom object pronoun This is a common	confusion	since German wer wen wem doesn t map directly onto
confusion	confusion	German	7	维度一	NO	104	ICLE-US-MRQ-0035.1	434	more ninety eight percent more than ninety eight percent Preposition	confusion	A direct quote taken form the oath from the oath
confusion	confusion	German	7	维度一	NO	107	ICLE-US-MRQ-0038.1	147	is clear and appropriately narrow The two part structure definitional	confusion	then inconsistent position is logical and well signposted with topic
confusion	confusion	German	7	维度一	NO	108	ICLE-US-MRQ-0039.1	135	an argumentative essay expressing your own position This creates real	confusion	for the reader Is this your argument or are you
confusion	confusion	German	7	维度一	NO	108	ICLE-US-MRQ-0039.1	762	claims fill in missing citations proofread for the affect effect	confusion	and run on sentences Good luck with the revision
confusion	confusion	German	7	维度一	NO	113	ICLE-US-MRQ-0044.1	548	to eliminate this problem Check for infinitive vs past participle	confusion	Subject verb agreement the range of punishments are focused the
confusion	confusion	German	7	维度一	NO	116	ICLE-US-PRB-0034.2	162	right but check others like over any other race Word	confusion	contraversal controversial programed programmed bondness should be belonging or connectedness
confusion	confusion	German	7	维度一	NO	117	ICLE-US-PRB-0035.2	554	be phenomenon singular and this water typo remove hyphen Word	confusion	then vs than to look at fresh water pollutants it
confusion	confusion	German	7	维度一	NO	124	ICLE-US-SCU-0001.3	568	speaking writer watch for these recurring patterns False friends word	confusion	affect vs effect you consistently write affect for effect lost
confusion	confusion	German	7	维度一	NO	127	ICLE-US-SCU-0002.2	491	where English requires a the that German might not Word	confusion	there opinions should be their opinions your loudest hours check
confusion	confusion	German	7	维度一	NO	131	ICLE-US-SCU-0003.3	527	when used as a plural noun eighteen year olds Word	confusion	effect vs affect you wrote Lowering drinking age would effect
confusion	confusion	German	7	维度一	NO	134	ICLE-US-SCU-0004.2	531	are doing there job their job there their they re	confusion	is common but easily fixed with careful proofreading inhibit symptoms
confusion	confusion	German	7	维度一	NO	151	ICLE-US-SCU-0009.2	344	future has or will have slept clarify your timeframe Word	confusion	saids should be says this appears to be a typo
confusion	confusion	German	7	维度一	NO	153	ICLE-US-SCU-009.4	531	likely a typo autocorrect issue check this word Homophone spelling	confusion	there tendencies their tendencies its hard to determine it s
confusion	confusion	German	7	维度一	NO	163	ICLE-US-SCU-0013.2	657	recurring issues its it s and their there they re	confusion	eg and their are nearly no long lasting side effects
confusion	Confusion	German	7	维度一	NO	168	ICLE-US-SCU-0015.2	256	paper feel more academically grounded Watch for a Key Word	Confusion	Warm vs Women I noticed the word warm appears several
confusion	confusion	German	7	维度一	NO	189	ICLE-US-IND-0016.1	528	Explain how expectations have become less clear Why this creates	confusion	Discuss traditional gestures versus modern equality Conclusion Restate your balanced
confusion	confusion	German	7	维度一	NO	252	ICLE-US-MRQ-0009.1	272	and the intended parents Paragraph Surrogacy causes legal and moral	confusion	about parenthood and the child Paragraph Counterargument and refutation Each
confusion	confusion	German	7	维度一	NO	270	ICLE-US-MRQ-0027.1	466	of which may be influenced by German word order or	confusion	between similar English forms Common corrections there access their access
confusion	confusion	German	7	维度一	NO	274	ICLE-US-MRQ-0031.1	541	grammar and word choice need revision Common issues Word form	confusion	effected should be affected Spelling physcological psychological Capitalization punctuation Avenue
confusion	confusion	German	7	维度一	NO	281	ICLE-US-MRQ-0038.1	345	you should answer it more fully Explain what kinds of	confusion	result from unclear definitions Does one author mean spanking with
confusion	confusion	German	7	维度一	NO	288	ICLE-US-MRQ-0045.1	110	but earlier you evaluate strengths and weaknesses This creates some	confusion	Revise by deciding exactly what your paper argues For example
confusion	confusion	German	7	维度一	NO	298	ICLE-US-SCU-0001.3	530	speaking writer some errors may come from direct translation or	confusion	with similar English words Here are common problems from your
confusion	confusion	German	7	维度一	NO	313	ICLE-US-SCU-0005.3	198	feedback Body Paragraph Effects on students Dropping classes delayed graduation	confusion	unfair cost Body Paragraph University responsibility USC already tests teaching
confusion	Confusion	German	7	维度一	NO	341	ICLE-US-SCU-0014.4	583	in the middle of a sentence Also check consistency b	Confusion	of its and it s it s purpose its purpose
consistency	consistency	Generic	2,10	维度一	NO	0	ICLE-US-IND-0001.1	591	sound should be capitalized Prince William Sound Watch verb tense	consistency	you shift between past and present when discussing ongoing effects
consistency	consistency	Generic	2,10	维度一	NO	7	ICLE-US-IND-0008.1	74	several areas structural organization paragraph development sentence level grammar and	consistency	in tone Below are specific areas to focus on as
consistency	consistency	Generic	2,10	维度一	NO	7	ICLE-US-IND-0008.1	469	all together should be altogether one word meaning entirely Pronoun	consistency	You shift between he men and more neutral phrasing Consider
consistency	consistency	Generic	2,10	维度一	NO	7	ICLE-US-IND-0008.1	491	more inclusive language throughout eg individuals people or they for	consistency	and to strengthen the essay s universal claims Redundancy Money
consistency	consistency	Generic	2,10	维度一	NO	7	ICLE-US-IND-0008.1	712	the tone shifts from analytical to conversational and revise for	consistency	With these revisions your essay s clear and thoughtful argument
consistency	consistency	Generic	2,10	维度一	NO	15	ICLE-US-IND-0016.1	521	argument more persuasive and balanced Revise for tone and audience	consistency	The essay shifts from a general reflective voice to a
consistency	consistency	Generic	2,10	维度一	NO	15	ICLE-US-IND-0016.1	657	sentences will improve clarity Watch subject verb agreement and pronoun	consistency	eg he she comes home which would leave more time
consistency	consistency	Generic	2,10	维度一	NO	16	ICLE-US-IND-0017.1	711	strong concluding paragraph Proofread carefully for spelling homophones and pronoun	consistency	With these revisions your essay will have a much clearer
consistency	consistency	Generic	2,10	维度一	NO	20	ICLE-US-IND-0021.1	793	argument here focus your revision on clarity evidence and logical	consistency	and this essay will be much stronger
consistency	consistency	Generic	2,10	维度一	NO	25	ICLE-US-IND-0027.1	524	out of opportunities to work per week before taxes check	consistency	with later per hour invest half this money and earns
consistency	Consistency	Generic	2,10	维度一	NO	27	ICLE-US-MICH-0001.1	64	themselves Below are specific areas to address Thesis and Logical	Consistency	Your thesis states that computers make life easier physically and
consistency	consistency	Generic	2,10	维度一	NO	27	ICLE-US-MICH-0001.1	647	are good or bad in your final line Watch pronoun	consistency	use they or specify gender neutral phrasing instead of defaulting
consistency	consistency	Generic	2,10	维度一	NO	36	ICLE-US-MICH-0010.1	658	viewer consider one becomes or people become for inclusivity and	consistency	with earlier one usage Summary of Priority Revisions Narrow and
consistency	consistency	Generic	2,10	维度一	NO	38	ICLE-US-MICH-0012.1	596	spelling and grammar especially affect effect confusion and verb tense	consistency	Expand your business and entertainment paragraphs with slightly more explanation
consistency	consistency	Generic	2,10	维度一	NO	41	ICLE-US-MICH-0015.1	626	synonyms eg identified isolated found developed to add variety Tense	consistency	You shift between past simple and past passive constructions somewhat
consistency	consistency	Generic	2,10	维度一	NO	43	ICLE-US-MICH-0017.1	596	Ampersands Avoid using in formal writing write out and Pronoun	consistency	You shift between man generic we I and his her
consistency	consistency	Generic	2,10	维度一	NO	43	ICLE-US-MICH-0017.1	632	Capitalization Should there be a fire is fine but check	consistency	in how you introduce hypothetical scenarios I recommend reading your
consistency	Consistency	Generic	2,10	维度一	NO	44	ICLE-US-MICH-0018.1	395	the reader You could write dry clean only items instead	Consistency	in hyphenation You alternate between zip lock and ziplock pick
consistency	consistency	Generic	2,10	维度一	NO	44	ICLE-US-MICH-0018.1	445	may be more accurate and avoid trademark issues Verb tense	consistency	In I cannot even count the number of times that
consistency	consistency	Generic	2,10	维度一	NO	45	ICLE-US-MICH-0019.1	620	mean this is vague Punctuation Check paragraph indentation and spacing	consistency	some paragraphs have extra leading spaces Quotation marks around bright
consistency	consistency	Generic	2,10	维度一	NO	46	ICLE-US-MICH-0020.1	607	proved tragically mistaken or It is unfortunate that Verb tense	consistency	You shift between past tense describing the s and present
consistency	consistency	Generic	2,10	维度一	NO	50	ICLE-US-MICH-0024.1	428	revision Spelling mesmirized mesmerized Tchekoslovaquia Czechoslovakia Roumania Romania Verb tense	consistency	You shift between past and present tense in ways that
consistency	consistency	Generic	2,10	维度一	NO	50	ICLE-US-MICH-0024.1	697	support your domino effect claim Proofread carefully for spelling tense	consistency	and pronoun clarity Revise punctuation replacing many dashes with periods
consistency	Consistency	Generic	2,10	维度一	NO	51	ICLE-US-MICH-0025.1	657	owned or had access to a radio and or newspaper	Consistency	You alternate between formal and informal tone eg peak casual
consistency	consistency	Generic	2,10	维度一	NO	52	ICLE-US-MICH-0026.1	556	be capitalized mid sentence with the use of Modem Pronoun	consistency	You shift between third person society people and second person
consistency	consistency	Generic	2,10	维度一	NO	52	ICLE-US-MICH-0026.1	693	strengthen your position Proofread carefully for spelling capitalization and pronoun	consistency	Conclude with a synthesis of your argument rather than mere
consistency	consistency	Generic	2,10	维度一	NO	54	ICLE-US-MICH-0029.1	473	with capital It after a comma separated clause check capitalization	consistency	irreversable irreversible Consider varying your sentence openings you use Never
consistency	consistency	Generic	2,10	维度一	NO	60	ICLE-US-MICH-0036.1	430	one when you ve been using we throughout maintain pronoun	consistency	Deepen Your Analysis Many paragraphs state a fact and move
consistency	Consistency	Generic	2,10	维度一	NO	66	ICLE-US-MICH-0042.1	623	T V Avoid using in formal writing write out and	Consistency	Use TV or T V consistently not both Suggestions for
consistency	consistency	Generic	2,10	维度一	NO	68	ICLE-US-MICH-0044.1	333	Grammar There are several recurring issues to address Verb tense	consistency	You shift between present and past tense For example which
consistency	consistency	Generic	2,10	维度一	NO	68	ICLE-US-MICH-0044.1	546	integrate it smoothly with a transition Check paragraph indentation for	consistency	you have tabs before It is also ATM machines and
consistency	consistency	Generic	2,10	维度一	NO	69	ICLE-US-MICH-0045.1	584	all If so this undercuts your earlier argument revise for	consistency	Exclamation points You use several eg especially when one person
consistency	consistency	Generic	2,10	维度一	NO	70	ICLE-US-MRQ-0001.1	615	two model approach where as evolutionists whereas evolutionists Watch pronoun	consistency	he she her him usage should be consistent throughout you
consistency	consistency	Generic	2,10	维度一	NO	70	ICLE-US-MRQ-0001.1	672	eg This seems to be the latest debate verify tense	consistency	across paragraphs Priority for Revision Fill in all missing quotations
consistency	consistency	Generic	2,10	维度一	NO	71	ICLE-US-MRQ-0002.1	506	life appears to be a typo likely for end Pronoun	consistency	You alternate awkwardly between his or her him or her
consistency	consistency	Generic	2,10	维度一	NO	71	ICLE-US-MRQ-0002.1	607	the patient s personal decision this should be then Spelling	consistency	Kevorkian is spelled correctly once and Kervokian elsewhere proofread names
consistency	Consistency	Generic	2,10	维度一	NO	72	ICLE-US-MRQ-0003.1	171	format MLA APA etc depending on your assignment requirements Logical	Consistency	There s a tension in your argument that needs addressing
consistency	consistency	Generic	2,10	维度一	NO	74	ICLE-US-MRQ-0005.1	443	use to judge argument strength eg use of evidence logical	consistency	audience reach use of testimony This will help readers follow
consistency	Consistency	Generic	2,10	维度一	NO	76	ICLE-US-MRQ-0007.1	538	whether these ideas should be combined or need clearer transitions	Consistency	in tense You shift between past tense historical personal narrative
consistency	consistency	Generic	2,10	维度一	NO	77	ICLE-US-MRQ-0008.1	77	the essay needs significant revision in three areas evidence logical	consistency	and language precision Missing Evidence Most Urgent Issue The bracketed
consistency	Consistency	Generic	2,10	维度一	NO	77	ICLE-US-MRQ-0008.1	223	that would actually persuade a skeptical reader is absent Logical	Consistency	A few claims work against each other You state that
consistency	consistency	Generic	2,10	维度一	NO	77	ICLE-US-MRQ-0008.1	519	A few recurring issues to watch for in revision Pronoun	consistency	You refer to Steele as her and then his in
consistency	consistency	Generic	2,10	维度一	NO	79	ICLE-US-MRQ-0010.1	456	for schizophrenia not dementia please verify this fact Verb tense	consistency	Health care statistics are mind boggling present shifts oddly with
consistency	consistency	Generic	2,10	维度一	NO	81	ICLE-US-MRQ-0012.1	474	issues to address in revision Subject verb agreement and tense	consistency	Watch for shifts between present and past tense eg Prozac
consistency	consistency	Generic	2,10	维度一	NO	81	ICLE-US-MRQ-0012.1	694	serotonin explanation Proofread carefully for typos articles and verb tense	consistency	You have a strong foundation here once the quotations are
consistency	consistency	Generic	2,10	维度一	NO	87	ICLE-US-MRQ-0018.1	713	overall claim adjust either the thesis or the concession for	consistency	Reduce direct quotations by about a third replace with paraphrase
consistency	Consistency	Generic	2,10	维度一	NO	88	ICLE-US-MRQ-0019.1	459	testing conditions alternatives and degrees not a simple binary Logical	Consistency	Some reasoning needs tightening You argue depression research on dogs
consistency	consistency	Generic	2,10	维度一	NO	88	ICLE-US-MRQ-0019.1	719	actively involved may have killed vs kill check verb tense	consistency	who s whose in your final line Summary Your essay
consistency	consistency	Generic	2,10	维度一	NO	89	ICLE-US-MRQ-0020.1	58	needs revision in three main areas evidence and support logical	consistency	and language precision Evidence and Support Most Urgent Issue This
consistency	Consistency	Generic	2,10	维度一	NO	89	ICLE-US-MRQ-0020.1	200	and make sure each quote statistic is properly cited Logical	Consistency	Some sections work against your own thesis In the paragraph
consistency	consistency	Generic	2,10	维度一	NO	92	ICLE-US-MRQ-0023.1	61	However the essay currently has some significant problems with logical	consistency	source integration and precision of language that need to be
consistency	consistency	Generic	2,10	维度一	NO	100	ICLE-US-MRQ-0031.1	318	to an academic reader Also double check your math and	consistency	you say ten million from students and a matching ten
consistency	consistency	Generic	2,10	维度一	NO	106	ICLE-US-MRQ-0037.1	329	is significant because identify one strength identify one weakness While	consistency	is good this becomes formulaic and predictable Readers can predict
consistency	consistency	Generic	2,10	维度一	NO	111	ICLE-US-MRQ-0042	578	the rates would decrease check subject verb agreement and tense	consistency	throughout especially when reporting claims eg supporters claim that rates
consistency	consistency	Generic	2,10	维度一	NO	112	ICLE-US-MRQ-0043.1	499	the first paragraph assumes gender consider raise the child for	consistency	Some sentences run long with multiple clauses eg the second
consistency	consistency	Generic	2,10	维度一	NO	114	ICLE-US-MRQ-0045.1	390	Ito should begin with a capital O Watch verb tense	consistency	especially in your narrative paragraph about the night of the
consistency	consistency	Generic	2,10	维度一	NO	117	ICLE-US-PRB-0035.2	550	likely be water pollution then divide should be them Pronoun	consistency	You shift between they she one when discussing hypothetical individuals
consistency	consistency	Generic	2,10	维度一	NO	117	ICLE-US-PRB-0035.2	567	when discussing hypothetical individuals choose one pattern eg they for	consistency	Run on sentences Several sentences especially in the Exchange Theory
consistency	Consistency	Generic	2,10	维度一	NO	118	ICLE-US-PRB-0036.2	265	than mentioning all three theories in nearly every section Logical	Consistency	Some claims need more careful framing You argue marijuana has
consistency	consistency	Generic	2,10	维度一	NO	123	ICLE-US-SCU-0001.2	58	thinking However the essay s central argument needs more logical	consistency	and several claims require stronger historical support Below are suggestions
consistency	Consistency	Generic	2,10	维度一	NO	126	ICLE-US-SCU-0002.1	50	where revision would strengthen your argument considerably Thesis and Argumentative	Consistency	Your thesis states that culture should maintain gender identities to
consistency	consistency	Generic	2,10	维度一	NO	126	ICLE-US-SCU-0002.1	748	essay You have a strong argument here it just needs	consistency	and polish to fully emerge
consistency	consistency	Generic	2,10	维度一	NO	127	ICLE-US-SCU-0002.2	66	revision in three key areas thesis clarity organization and argumentative	consistency	Below I ll walk through these issues and suggest concrete
consistency	Consistency	Generic	2,10	维度一	NO	127	ICLE-US-SCU-0002.2	313	maturity theme connecting specific problems to the larger claim Logical	Consistency	Some arguments undercut each other For example You argue that
consistency	consistency	Generic	2,10	维度一	NO	127	ICLE-US-SCU-0002.2	589	vs their residents have their opinions not there Verb tense	consistency	You shift between present and past tense often within the
consistency	consistency	Generic	2,10	维度一	NO	128	ICLE-US-SCU-0002.3	381	Level Issues I noticed recurring patterns worth addressing Verb tense	consistency	You shift between past and present tense unpredictably eg Nebraska
consistency	Consistency	Generic	2,10	维度一	NO	130	ICLE-US-SCU-0003.2	164	kind of clear thesis will help unify your paragraphs Logical	Consistency	There s an important factual inconsistency to fix you state
consistency	consistency	Generic	2,10	维度一	NO	132	ICLE-US-SCU-0003.4	586	as many paragraphs begin with I or It Verb tense	consistency	Watch for shifts between present and past tense especially in
consistency	consistency	Generic	2,10	维度一	NO	133	ICLE-US-SCU-0004.1	68	areas sentence level clarity paragraph organization evidence integration and grammatical	consistency	Below are specific areas to focus on as you revise
consistency	consistency	Generic	2,10	维度一	NO	136	ICLE-US-SCU-0004.4	47	conclusion However the essay needs revision in several areas logical	consistency	argument development evidence and grammar Below is feedback organized by
consistency	consistency	Generic	2,10	维度一	NO	138	ICLE-US-SCU-0005.2	578	vs the number of drug users would decrease check tense	consistency	throughout you shift between present and conditional Word choice spelling
consistency	consistency	Generic	2,10	维度一	NO	138	ICLE-US-SCU-0005.2	700	proper introduction and the author s name is misspelled Pronoun	consistency	You shift between I you and general statements people someone
consistency	consistency	Generic	2,10	维度一	NO	139	ICLE-US-SCU-0005.3	291	for hypothetical professors is a good opportunity to revise for	consistency	and inclusivity Structural and Organizational Suggestions Your essay follows a
consistency	consistency	Generic	2,10	维度一	NO	139	ICLE-US-SCU-0005.3	744	highest priority these currently distract from your argument Fix pronoun	consistency	he she they Condense the opening anecdote State thesis explicitly
consistency	consistency	Generic	2,10	维度一	NO	146	ICLE-US-SCU-0007.3	748	respond to the counterargument about creative freedom Proofread for citation	consistency	punctuation and factual accuracy With a clearer argumentative throughline your
consistency	Consistency	Generic	2,10	维度一	NO	148	ICLE-US-SCU-0008.2	161	that a reader can predict from your topic sentence Logical	Consistency	Between Comparison and Solution This is the most important issue
consistency	Consistency	Generic	2,10	维度一	NO	150	ICLE-US-SCU-0008.4	151	by law rather than left entirely to individual choice Logical	Consistency	There are some tensions in your reasoning worth addressing The
consistency	consistency	Generic	2,10	维度一	NO	150	ICLE-US-SCU-0008.4	553	persons how are financially unable should be who Verb tense	consistency	is she was raped should be if she was raped
consistency	Consistency	Generic	2,10	维度一	NO	151	ICLE-US-SCU-0009.2	558	we have more decent ads check punctuation between independent clauses	Consistency	You switch between media is and treating media as plural
consistency	consistency	Generic	2,10	维度一	NO	152	ICLE-US-SCU-0009.3	553	should begin with a capital letter after the period Citation	consistency	You cite page numbers alone for Ryan after the first
consistency	consistency	Generic	2,10	维度一	NO	153	ICLE-US-SCU-009.4	658	correction reread carefully for stray spaces and missing punctuation Pronoun	consistency	You switch between woman singular and they their plural when
consistency	consistency	Generic	2,10	维度一	NO	154	ICLE-US-SCU-0010.2	616	typing error check your document for these artifacts Verb tense	consistency	You shift between present and past tense try to maintain
consistency	consistency	Generic	2,10	维度一	NO	160	ICLE-US-SCU-0012.2	544	their will that they wish for natural phrasing Verb tense	consistency	You shift between past and present tense when discussing general
consistency	consistency	Generic	2,10	维度一	NO	160	ICLE-US-SCU-0012.2	751	thesis and explains its broader significance Proofread carefully for tense	consistency	and apostrophe usage With a clearer thesis and more developed
consistency	consistency	Generic	2,10	维度一	NO	161	ICLE-US-SCU-0012.3	585	one or two of these for stylistic variety Verb tense	consistency	You shift between past tense describing events and present tense
consistency	consistency	Generic	2,10	维度一	NO	161	ICLE-US-SCU-0012.3	780	for word confusion car card leagued League and verb tense	consistency	Vary sentence structure in the conclusion With these revisions your
consistency	consistency	Generic	2,10	维度一	NO	162	ICLE-US-SCU-0012.4	538	paper Several years ago check comma usage throughout Verb tense	consistency	Check past present tense shifts especially in the Grenada Desert
consistency	Consistency	Generic	2,10	维度一	NO	166	ICLE-US-SCU-0014.2	627	home is a fragment connect it to the previous sentence	Consistency	You alternate between stay home wife and stay at home
consistency	consistency	Generic	2,10	维度一	NO	168	ICLE-US-SCU-0015.2	702	the subject women Check for dropped words throughout Verb tense	consistency	You shift between past tense describing history and present tense
consistency	consistency	Generic	2,10	维度一	NO	170	ICLE-US-SCU-0016.2	447	a Works Cited page with full source information Also ensure	consistency	in how you cite sources throughout Spelling typos Watch for
consistency	consistency	Generic	2,10	维度一	NO	172	ICLE-US-SCU-0017.2	542	thought Read your sentences aloud to catch these Verb tense	consistency	You shift between past and present tense when discussing events
consistency	consistency	Generic	2,10	维度一	NO	175	ICLE-US-IND-0002.1	467	s money fortune company Fortune company Also check verb tense	consistency	For example you move between present and past He decided
consistency	Consistency	Generic	2,10	维度一	NO	187	ICLE-US-IND-0014.1	543	s Lets Let s someone s life is correct E	Consistency	in point of view You move between I you someone
consistency	consistency	Generic	2,10	维度一	NO	190	ICLE-US-IND-0017.1	599	sentence D Agreement and pronouns Be careful with singular plural	consistency	The phrase has been repeated many times but have you
consistency	consistency	Generic	2,10	维度一	NO	197	ICLE-US-IND-0025.1	531	verb agreement Make sure singular subjects match singular verbs Pronoun	consistency	You often use one they someone and person in the
consistency	consistency	Generic	2,10	维度一	NO	199	ICLE-US-IND-0027.1	615	If he she invest If he or she invests Pronoun	consistency	you shift between they he she and the criminal Choose
consistency	consistency	Generic	2,10	维度一	NO	231	ICLE-US-MICH-0033.1	467	sentences difficult to read Pay special attention to verb tense	consistency	subject verb agreement articles a an the plural forms word
consistency	consistency	Generic	2,10	维度一	NO	281	ICLE-US-MRQ-0038.1	707	interesting angle Your best ideas are already present definition matters	consistency	matters and persuasive arguments need both The next step is
consistency	consistency	Generic	2,10	维度一	NO	286	ICLE-US-MRQ-0043.1	662	article use the courts a moral right punctuation around quotations	consistency	in singular plural forms Examples abuse neglect or abandonment can
consistency	consistency	Generic	2,10	维度一	NO	295	ICLE-US-PRB-0039.2	646	expect d Agreement and pronouns Be careful with singular plural	consistency	A spouse must weigh his or her options If they
consistency	consistency	Generic	2,10	维度一	NO	315	ICLE-US-SCU-0006.1	679	fulfillment and greater respect from one s family Pronouns and	consistency	You sometimes move between man woman they and he or
consistency	consistency	Generic	2,10	维度一	NO	323	ICLE-US-SCU-0008.3	675	Use a more formal balanced tone Check all citations for	consistency	and accuracy Final comment This essay has a solid argumentative
consistency	consistency	Generic	2,10	维度一	NO	326	ICLE-US-SCU-0009.3	578	Clothing needs fell self pity feel self pity d Pronoun	consistency	You switch between one he she they I Choose one
consistency	consistency	Generic	2,10	维度一	NO	334	ICLE-US-SCU-0012.2	658	would rather die than continue living in suffering Tone and	consistency	Try to keep a neutral academic tone At times the
consistency	consistency	Generic	2,10	维度一	NO	341	ICLE-US-SCU-0014.4	462	term health damage than marijuana which raises questions about the	consistency	of current drug policy Tone and academic style Your tone
correct	correct	Generic	2,10	act 层	NO	1	ICLE-US-IND-0002.1	477	rules society s rules father s husband s picture is	correct	but be consistent with this pattern elsewhere Run on and
correct	correct	Generic	2,10	act 层	NO	4	ICLE-US-IND-0005.1	523	and Mechanics There are several typos and grammatical slips to	correct	in your next draft privelaged privileged acruement accrual accumulation wheighed
correct	correct	Generic	2,10	act 层	NO	11	ICLE-US-IND-0012.1	572	Los Vegas should be Las Vegas speak easies is the	correct	spelling not speak easies check this tes at the start
correct	correct	Generic	2,10	act 层	NO	18	ICLE-US-IND-0019.1	312	always believed them and their words stayed with me Also	correct	the stealing was wrong to that stealing was wrong Grammar
correct	Correct	Generic	2,10	act 层	NO	24	ICLE-US-IND-0026.1	700	support claims about both the dangers and benefits of money	Correct	grammar and spelling issues noted above Add transitional sentences to
correct	correct	Generic	2,10	act 层	NO	26	ICLE-US-IND-0028.1	532	distract from it Grammar and Mechanics A few errors to	correct	come from other criminals comes from wether whether no en
correct	correct	Generic	2,10	act 层	NO	42	ICLE-US-MICH-0016.1	344	they become desensitized should be they become this one s	correct	but check programing improves their is should be there is
correct	correct	Generic	2,10	act 层	NO	44	ICLE-US-MICH-0018.1	513	lock bag without getting freezer burn for smoother phrasing and	correct	article usage a zip lock bag Rhetorical questions You use
correct	correct	Generic	2,10	act 层	NO	49	ICLE-US-MICH-0023.1	709	issues throughout highest priority these are distracting and easy to	correct	Deepen analysis in each paragraph especially the commercialization section Reconsider
correct	correct	Generic	2,10	act 层	NO	54	ICLE-US-MICH-0029.1	127	this appears in your opening paragraph it s crucial to	correct	this as factual errors early in an essay can weaken
correct	Correct	Generic	2,10	act 层	NO	54	ICLE-US-MICH-0029.1	616	or case studies to strengthen your claims Verify historical claims	Correct	the Oppenheimer reference Strengthen paragraph transitions Make sure each paragraph
correct	correct	Generic	2,10	act 层	NO	59	ICLE-US-MICH-0035.1	714	Tie the discovery metaphor more explicitly to each paragraph Verify	correct	historical facts and dates Add specific sources for statistics Expand
correct	Correct	Generic	2,10	act 层	NO	61	ICLE-US-MICH-0037.1	410	academic essays Always write out with and and information b	Correct	word confusion effected should be affected affect to influence effect
correct	correct	Generic	2,10	act 层	NO	72	ICLE-US-MRQ-0003.1	159	one is properly integrated with quotation marks page numbers and	correct	citation format MLA APA etc depending on your assignment requirements
correct	correct	Generic	2,10	act 层	NO	75	ICLE-US-MRQ-0006.1	476	due to react or explosion check word choice reactor is	correct	but review surrounding phrasing Subject verb agreement the reason is
correct	correct	Generic	2,10	act 层	NO	75	ICLE-US-MRQ-0006.1	636	and risk Suggested Next Steps Fact check every statistic and	correct	the nuclear bomb comparison immediately Rebalance the essay by adding
correct	correct	Generic	2,10	act 层	NO	89	ICLE-US-MRQ-0020.1	584	does not seem to mix Pat Summit double check the	correct	spelling of proper names Summitt Subject verb agreement There is
correct	correct	Generic	2,10	act 层	NO	104	ICLE-US-MRQ-0035.1	609	Grammar and Mechanics There are several sentence level errors to	correct	in revision for more ninety eight percent for more than
correct	Correct	Generic	2,10	act 层	NO	113	ICLE-US-MRQ-0044.1	701	actual cited evidence Add clear topic sentences to each paragraph	Correct	grammar issues articles verb forms fragments Sharpen the conclusion with
correct	correct	Generic	2,10	act 层	NO	114	ICLE-US-MRQ-0045.1	359	The victim s name is Ronald Goldman not Goldwin please	correct	this throughout Los Angelas appears many times it should be
correct	Correct	Generic	2,10	act 层	NO	114	ICLE-US-MRQ-0045.1	679	position Fill in missing quotations and cite all sources properly	Correct	factual errors names city spelling and proofread for capitalization tense
correct	correct	Generic	2,10	act 层	NO	120	ICLE-US-PRB-0038.2	551	you found Language and Mechanics There are several errors to	correct	in revision Me United States the United States typo para
correct	correct	Generic	2,10	act 层	NO	128	ICLE-US-SCU-0002.3	500	way that Nebraska and Penn State could have played is	correct	but watch for others like their was some controversy should
correct	correct	Generic	2,10	act 层	NO	129	ICLE-US-SCU-0002.4	463	one worker wants to get hit by a car is	correct	but check similar constructions throughout Tone and Audience Your voice
correct	correct	Generic	2,10	act 层	NO	130	ICLE-US-SCU-0003.2	248	essentially makes two different cases for why life imprisonment was	correct	A psychological legal argument her traumatic history and mental state
